index,name,surname,initials,age,dateOfBirth
2950,Frik,Fulton,F,15,2003/07/19
2951,Shae,"Van Zyl",S,33,1985/09/25
2952,Shahmir,Durham,S,38,1980/01/01
2953,Jan,Harold,J,17,2001/01/21
2954,Freddie,Elliott,F,3,2015/01/19
2955,"Garret Pieter",Ellison,GP,20,1998/08/21
2956,Aron-James,Gaines,A,7,2011/04/24
2957,Shahmir,Gaines,S,25,1993/08/26
2958,Santie,Gallegos,S,32,1986/02/16
2959,Maria,"Van Zyl",M,23,1995/11/01
2960,"Pieter Andre",Emerson,PA,41,1977/09/30
2961,Jan,Dyer,J,23,1995/07/06
2962,Shahmir,Fuentes,S,45,1973/06/22
2963,Frik,Duran,F,8,2010/01/12
2964,"Garret Pieter",Gaines,GP,37,1981/11/17
2965,Jan,Eaton,J,32,1986/02/25
2966,"Garret Pieter",Gaines,GP,15,2003/06/08
2967,Ben,Ellison,B,11,2007/09/10
2968,Aron-James,Eaton,A,47,1971/11/30
2969,Peter,Eaton,P,46,1972/07/26
2970,Aron-James,Emerson,A,42,1976/10/24
2971,Aron-James,Fuentes,A,13,2005/10/20
2972,Riaan,Elliott,R,7,2011/01/12
2973,Shae,"Van Zyl",S,4,2014/05/11
2974,Shadow,Emerson,S,12,2006/03/07
2975,Frik,Duran,F,40,1978/10/10
2976,Ben,Dyer,B,11,2007/09/05
2977,Shae,Harold,S,19,1999/05/20
2978,jaco,Durham,j,25,1993/03/16
2979,Shadow,Galloway,S,16,2002/01/12
2980,Shane,Galloway,S,26,1992/09/22
2981,Ben,Fuentes,B,20,1998/06/16
2982,Ben,Harold,B,40,1978/12/06
2983,Aaron,England,A,4,2014/04/12
2984,Shai,Fuller,S,25,1993/04/16
2985,Shae,England,S,23,1995/02/01
2986,Aaron,Eaton,A,18,2000/01/04
2987,Aaron,Edwards,A,48,1970/07/02
2988,Peter,England,P,45,1973/05/13
2989,Frik,Gaines,F,11,2007/06/16
2990,Santie,Duran,S,48,1970/04/26
2991,Aaron,Fuller,A,42,1976/05/28
2992,Santie,Gamble,S,41,1977/11/23
2993,Shane,Emerson,S,8,2010/11/08
2994,Shadow,Fuller,S,15,2003/07/01
2995,Miena,Harold,M,38,1980/08/01
2996,Shane,Harold,S,37,1981/02/06
2997,Jan,Fulton,J,36,1982/01/08
2998,Susan,Fuentes,S,1,2017/02/13
2999,Santie,Dyer,S,14,2004/06/13
3000,Shahmir,Fuller,S,21,1997/05/18
3001,"Garret Pieter",Gamble,GP,2,2016/03/29
3002,Aaron,England,A,22,1996/09/02
3003,Jan,Eaton,J,19,1999/06/06
3004,Susan,Durham,S,23,1995/10/03
3005,jaco,Durham,j,38,1980/02/19
3006,Santie,Gallegos,S,24,1994/10/12
3007,"Garret Pieter",Gaines,GP,8,2010/07/28
3008,Shai,Gamble,S,25,1993/09/15
3009,"Pieter Andre",Ellison,PA,34,1984/12/14
3010,Freddie,Durham,F,48,1970/01/28
3011,"Garret Pieter",Gallegos,GP,26,1992/11/04
3012,Frik,Fuentes,F,20,1998/12/22
3013,jaco,Gamble,j,27,1991/05/06
3014,Shae,Duran,S,46,1972/12/16
3015,Santie,Galloway,S,41,1977/08/28
3016,"Pieter Andre",Galloway,PA,8,2010/06/19
3017,Ben,Gallagher,B,31,1987/11/04
3018,Shahmir,"Van Zyl",S,0,2018/07/17
3019,Riaan,Ellison,R,9,2009/11/10
3020,"Pieter Andre",Fuller,PA,3,2015/03/02
3021,Jan,Gallegos,J,35,1983/03/05
3022,Frik,England,F,2,2016/08/02
3023,Shane,Durham,S,2,2016/03/10
3024,Shai,Durham,S,42,1976/05/04
3025,Shane,England,S,43,1975/06/11
3026,Jan,Emerson,J,11,2007/07/08
3027,Freddie,Fuentes,F,41,1977/03/04
3028,Shane,Ellison,S,2,2016/11/16
3029,Ben,Gamble,B,3,2015/09/15
3030,Santie,Gamble,S,47,1971/07/09
3031,"Garret Pieter",Durham,GP,41,1977/08/20
3032,Peter,Fulton,P,47,1971/03/24
3033,Aaron,Gamble,A,9,2009/02/23
3034,Shai,Ellison,S,9,2009/07/05
3035,Aaron,Gaines,A,42,1976/03/03
3036,Miena,Eaton,M,30,1988/05/17
3037,Ben,England,B,20,1998/02/06
3038,Shahmir,Duran,S,37,1981/09/02
3039,Shahmir,Galloway,S,39,1979/02/05
3040,Santie,Edwards,S,24,1994/03/27
3041,Miena,Fulton,M,18,2000/12/06
3042,Shahmir,Ellison,S,1,2017/02/09
3043,Shane,Galloway,S,35,1983/04/14
3044,Aron-James,Ellis,A,18,2000/09/04
3045,"Garret Pieter",Dyer,GP,40,1978/11/26
3046,Shae,Gamble,S,26,1992/02/08
3047,Aaron,Fulton,A,18,2000/01/13
3048,Ben,Eaton,B,45,1973/12/14
3049,Shahmir,Fulton,S,23,1995/12/03
3050,Aron-James,Gallagher,A,13,2005/10/12
3051,Shadow,Gallegos,S,28,1990/07/24
3052,Shadow,Durham,S,36,1982/12/13
3053,Ben,Duran,B,10,2008/04/14
3054,Susan,Gaines,S,14,2004/08/07
3055,Santie,Durham,S,18,2000/05/08
3056,jaco,Gallegos,j,26,1992/02/21
3057,Jan,Gaines,J,22,1996/09/25
3058,Freddie,Harold,F,38,1980/11/05
3059,Aaron,Emerson,A,1,2017/12/21
3060,"Pieter Andre",Edwards,PA,8,2010/05/28
3061,Jan,"Van Zyl",J,29,1989/02/15
3062,Maria,Edwards,M,11,2007/07/01
3063,Shadow,Durham,S,29,1989/06/05
3064,Shae,Emerson,S,33,1985/09/23
3065,Aron-James,Emerson,A,34,1984/09/08
3066,"Pieter Andre",Fulton,PA,21,1997/07/08
3067,Miena,Galloway,M,38,1980/10/09
3068,"Garret Pieter",Elliott,GP,46,1972/09/22
3069,Peter,Galloway,P,19,1999/07/22
3070,Shahmir,Gamble,S,6,2012/02/10
3071,Shadow,Gaines,S,44,1974/01/01
3072,Aaron,Eaton,A,9,2009/03/01
3073,Riaan,Galloway,R,42,1976/05/03
3074,Aron-James,Durham,A,29,1989/04/14
3075,Riaan,Gallegos,R,25,1993/10/01
3076,Shahmir,Fuentes,S,22,1996/06/25
3077,Shai,Dyer,S,23,1995/06/24
3078,Santie,England,S,3,2015/11/14
3079,Maria,Galloway,M,31,1987/02/03
3080,Shahmir,Harold,S,24,1994/12/15
3081,"Pieter Andre",Elliott,PA,36,1982/02/28
3082,Susan,"Van Zyl",S,17,2001/08/28
3083,Maria,Galloway,M,35,1983/10/28
3084,Freddie,Emerson,F,34,1984/11/10
3085,"Pieter Andre",Elliott,PA,9,2009/02/10
3086,Miena,Eaton,M,26,1992/10/13
3087,Shae,Harold,S,45,1973/07/04
3088,Miena,Gamble,M,33,1985/10/02
3089,Frik,Duran,F,16,2002/08/29
3090,Santie,Ellis,S,17,2001/01/09
3091,Miena,Gallagher,M,19,1999/03/15
3092,Santie,Elliott,S,47,1971/07/04
3093,"Pieter Andre",Eaton,PA,1,2017/06/13
3094,Santie,Fuentes,S,33,1985/07/26
3095,jaco,Elliott,j,41,1977/09/20
3096,Freddie,Emerson,F,17,2001/09/24
3097,Jan,Harold,J,0,2018/06/27
3098,Shai,"Van Zyl",S,6,2012/07/21
3099,Frik,Fulton,F,38,1980/08/12
3100,Miena,Fuller,M,39,1979/02/06
3101,Shai,"Van Zyl",S,9,2009/12/24
3102,Aaron,Harold,A,31,1987/06/16
3103,Ben,Gamble,B,35,1983/08/14
3104,Frik,"Van Zyl",F,36,1982/01/13
3105,Miena,"Van Zyl",M,19,1999/07/20
3106,Aaron,Dyer,A,13,2005/11/27
3107,Shae,England,S,33,1985/06/06
3108,Shane,Fuller,S,23,1995/08/22
3109,Shadow,Durham,S,27,1991/11/29
3110,Shahmir,"Van Zyl",S,7,2011/09/17
3111,Miena,Dyer,M,13,2005/11/27
3112,jaco,Gamble,j,25,1993/01/14
3113,Frik,Dyer,F,23,1995/09/03
3114,Aron-James,"Van Zyl",A,47,1971/10/13
3115,Ben,Edwards,B,38,1980/11/21
3116,Aaron,Dyer,A,5,2013/06/15
3117,Shahmir,Harold,S,12,2006/09/22
3118,Susan,Fulton,S,45,1973/06/12
3119,Santie,Harold,S,1,2017/11/20
3120,Jan,Ellis,J,45,1973/09/27
3121,Freddie,Harold,F,21,1997/11/12
3122,Jan,Fulton,J,36,1982/03/11
3123,Shadow,Ellison,S,13,2005/12/09
3124,Peter,Dyer,P,2,2016/04/12
3125,Freddie,Eaton,F,31,1987/11/17
3126,Ben,Gallegos,B,30,1988/02/23
3127,Jan,Emerson,J,24,1994/08/16
3128,Shae,Gaines,S,8,2010/01/14
3129,"Pieter Andre",Fulton,PA,14,2004/01/11
3130,Shahmir,Edwards,S,28,1990/10/18
3131,Shadow,Gallagher,S,42,1976/04/10
3132,Shai,Edwards,S,13,2005/07/17
3133,Maria,Gaines,M,21,1997/01/16
3134,Peter,Ellis,P,16,2002/08/21
3135,Shahmir,Gaines,S,11,2007/10/27
3136,Maria,Fuentes,M,47,1971/04/21
3137,Maria,Duran,M,47,1971/11/06
3138,Aron-James,Ellis,A,16,2002/05/23
3139,Peter,Harold,P,37,1981/12/04
3140,Aron-James,Emerson,A,47,1971/12/21
3141,"Pieter Andre",Eaton,PA,23,1995/09/18
3142,Aron-James,Ellison,A,12,2006/11/30
3143,Shai,Harold,S,18,2000/10/17
3144,Shadow,Fulton,S,42,1976/06/07
3145,Aaron,Durham,A,20,1998/05/26
3146,Shai,Elliott,S,40,1978/06/18
3147,Aaron,Emerson,A,24,1994/04/21
3148,Shae,Ellis,S,47,1971/04/29
3149,Santie,Ellis,S,8,2010/09/22
3150,Shadow,Fulton,S,36,1982/08/27
3151,Aron-James,Gallagher,A,2,2016/09/27
3152,Ben,Fuentes,B,29,1989/09/20
3153,"Garret Pieter",Elliott,GP,47,1971/09/25
3154,Jan,Duran,J,37,1981/11/24
3155,Shahmir,Dyer,S,23,1995/02/12
3156,Aaron,Edwards,A,45,1973/11/03
3157,Shane,Galloway,S,13,2005/03/10
3158,Ben,Gaines,B,27,1991/09/20
3159,Susan,Gamble,S,13,2005/10/14
3160,Jan,Emerson,J,23,1995/05/28
3161,Ben,Harold,B,44,1974/04/01
3162,Freddie,Gaines,F,34,1984/08/26
3163,Susan,Gamble,S,21,1997/01/05
3164,Susan,"Van Zyl",S,2,2016/11/18
3165,Shae,England,S,37,1981/05/13
3166,Ben,Gamble,B,22,1996/08/22
3167,Jan,Fuller,J,9,2009/05/28
3168,Shae,Ellison,S,18,2000/03/16
3169,Jan,Duran,J,29,1989/09/16
3170,Maria,Fuentes,M,5,2013/11/09
3171,Susan,"Van Zyl",S,48,1970/05/12
3172,Frik,Emerson,F,6,2012/09/01
3173,Shahmir,"Van Zyl",S,35,1983/02/14
3174,Santie,Fulton,S,14,2004/12/23
3175,Peter,Fuller,P,37,1981/01/02
3176,jaco,England,j,8,2010/12/13
3177,Susan,Gaines,S,13,2005/07/06
3178,"Pieter Andre",Ellison,PA,1,2017/01/24
3179,Freddie,Gallagher,F,45,1973/01/20
3180,Frik,Edwards,F,25,1993/06/08
3181,Jan,Elliott,J,38,1980/03/08
3182,jaco,Gaines,j,14,2004/09/22
3183,Miena,Harold,M,14,2004/01/16
3184,Frik,Gallagher,F,12,2006/08/09
3185,Shahmir,Gamble,S,38,1980/10/29
3186,Santie,Galloway,S,22,1996/03/17
3187,Maria,"Van Zyl",M,28,1990/06/23
3188,Shane,Fuentes,S,16,2002/07/13
3189,Shahmir,Dyer,S,12,2006/07/12
3190,Shae,Galloway,S,31,1987/09/18
3191,Shane,Harold,S,37,1981/04/11
3192,Aron-James,Harold,A,44,1974/12/16
3193,Riaan,"Van Zyl",R,25,1993/11/16
3194,Jan,Durham,J,17,2001/12/27
3195,Miena,Elliott,M,0,2018/08/28
3196,Freddie,England,F,22,1996/04/13
3197,Shae,Fuller,S,24,1994/01/10
3198,Jan,Emerson,J,36,1982/03/17
3199,Shahmir,Harold,S,26,1992/02/12
3200,Freddie,Ellison,F,21,1997/01/09
3201,Peter,Ellison,P,36,1982/06/25
3202,Freddie,Ellison,F,34,1984/05/14
3203,Aaron,Duran,A,24,1994/03/07
3204,Shai,Eaton,S,33,1985/05/22
3205,Aaron,Elliott,A,4,2014/03/20
3206,"Pieter Andre",Fuentes,PA,15,2003/08/22
3207,Freddie,Harold,F,24,1994/10/29
3208,Shahmir,Gaines,S,11,2007/04/04
3209,Freddie,Gallagher,F,41,1977/09/22
3210,Susan,Gallegos,S,8,2010/06/11
3211,Maria,Dyer,M,13,2005/03/04
3212,Peter,Fuentes,P,6,2012/03/23
3213,Aron-James,Fulton,A,19,1999/09/08
3214,Peter,Fuller,P,28,1990/09/07
3215,Shadow,Gallegos,S,16,2002/03/15
3216,jaco,Harold,j,7,2011/03/19
3217,Ben,Gallegos,B,12,2006/10/19
3218,Susan,Durham,S,28,1990/04/23
3219,Shae,Ellison,S,4,2014/06/28
3220,Jan,England,J,26,1992/06/24
3221,Shai,Elliott,S,21,1997/12/06
3222,"Garret Pieter",Durham,GP,0,2018/06/22
3223,Shahmir,Gaines,S,10,2008/08/12
3224,Aaron,Gaines,A,20,1998/08/14
3225,Aaron,Ellison,A,12,2006/03/18
3226,jaco,Duran,j,0,2018/05/23
3227,Shane,Elliott,S,39,1979/10/26
3228,jaco,Elliott,j,46,1972/12/23
3229,Shadow,Eaton,S,7,2011/11/25
3230,"Garret Pieter",Gamble,GP,6,2012/12/14
3231,Riaan,Gallegos,R,8,2010/12/07
3232,Miena,Gaines,M,33,1985/09/14
3233,Freddie,Galloway,F,24,1994/04/13
3234,Shae,Harold,S,18,2000/04/23
3235,Maria,Ellis,M,20,1998/05/06
3236,Santie,England,S,4,2014/02/15
3237,Shane,Ellison,S,10,2008/03/15
3238,Shadow,Dyer,S,8,2010/04/17
3239,Shane,Gaines,S,25,1993/12/29
3240,Miena,Harold,M,18,2000/03/29
3241,Peter,Galloway,P,14,2004/12/09
3242,Maria,Edwards,M,30,1988/07/14
3243,Shahmir,"Van Zyl",S,25,1993/10/26
3244,Aron-James,Gamble,A,10,2008/05/04
3245,Jan,Durham,J,34,1984/05/11
3246,Shadow,"Van Zyl",S,7,2011/02/18
3247,Aron-James,Fuller,A,28,1990/06/21
3248,Jan,Fuentes,J,3,2015/01/18
3249,Shae,England,S,10,2008/10/21
3250,Jan,Ellis,J,37,1981/04/18
3251,Frik,Ellison,F,14,2004/02/03
3252,Aron-James,Emerson,A,9,2009/09/24
3253,Santie,Ellison,S,12,2006/01/28
3254,Frik,Ellis,F,32,1986/06/08
3255,Ben,Harold,B,23,1995/03/13
3256,Aaron,Gallagher,A,10,2008/09/11
3257,Shadow,Gaines,S,11,2007/11/10
3258,Riaan,Durham,R,43,1975/09/22
3259,Shai,Edwards,S,16,2002/06/15
3260,Miena,"Van Zyl",M,35,1983/10/01
3261,jaco,Fulton,j,24,1994/03/11
3262,Shahmir,Gallegos,S,0,2018/04/18
3263,Ben,Harold,B,27,1991/08/23
3264,"Garret Pieter",Emerson,GP,24,1994/03/13
3265,Santie,"Van Zyl",S,8,2010/02/01
3266,Miena,England,M,44,1974/10/15
3267,Maria,England,M,38,1980/02/15
3268,Shahmir,Galloway,S,19,1999/04/10
3269,Shae,Galloway,S,30,1988/12/17
3270,Susan,"Van Zyl",S,13,2005/07/16
3271,Shane,Eaton,S,2,2016/04/19
3272,Peter,Emerson,P,42,1976/12/11
3273,Santie,Gallegos,S,9,2009/02/20
3274,"Garret Pieter",Emerson,GP,26,1992/07/01
3275,jaco,"Van Zyl",j,37,1981/11/20
3276,Riaan,"Van Zyl",R,46,1972/07/29
3277,Peter,Gallegos,P,14,2004/07/27
3278,Miena,Fuller,M,12,2006/07/05
3279,Aaron,Gallegos,A,30,1988/08/23
3280,Frik,Harold,F,18,2000/07/22
3281,Riaan,Emerson,R,34,1984/12/22
3282,Susan,Duran,S,0,2018/01/23
3283,Miena,Gaines,M,12,2006/02/08
3284,Susan,Edwards,S,27,1991/05/29
3285,Shae,Eaton,S,41,1977/12/21
3286,Aaron,Galloway,A,32,1986/04/01
3287,Jan,Eaton,J,26,1992/09/04
3288,Aaron,Gallagher,A,28,1990/07/05
3289,Ben,"Van Zyl",B,33,1985/11/06
3290,Peter,Eaton,P,6,2012/03/01
3291,Peter,Harold,P,15,2003/11/24
3292,Peter,Harold,P,18,2000/04/12
3293,Riaan,"Van Zyl",R,1,2017/04/15
3294,jaco,Galloway,j,40,1978/01/30
3295,Shane,Ellis,S,7,2011/06/21
3296,Jan,Duran,J,35,1983/03/25
3297,"Garret Pieter",Ellison,GP,3,2015/05/09
3298,jaco,"Van Zyl",j,15,2003/11/22
3299,Shadow,England,S,7,2011/12/10
3300,Ben,Ellison,B,36,1982/08/26
3301,Maria,Gallagher,M,18,2000/08/12
3302,Frik,Gallagher,F,34,1984/10/16
3303,Shae,Durham,S,6,2012/06/13
3304,Riaan,Gallegos,R,16,2002/03/12
3305,"Garret Pieter",Eaton,GP,1,2017/11/18
3306,Ben,Elliott,B,48,1970/01/26
3307,Shadow,Emerson,S,19,1999/12/25
3308,Miena,Ellison,M,18,2000/07/15
3309,Freddie,Dyer,F,9,2009/05/16
3310,Ben,Gaines,B,5,2013/11/07
3311,Peter,Fulton,P,17,2001/08/21
3312,Miena,"Van Zyl",M,3,2015/04/27
3313,Shane,Gallegos,S,1,2017/03/05
3314,Ben,Galloway,B,30,1988/09/25
3315,Riaan,"Van Zyl",R,43,1975/05/04
3316,"Garret Pieter",Harold,GP,11,2007/12/24
3317,Susan,Duran,S,48,1970/10/09
3318,"Pieter Andre",Harold,PA,32,1986/05/18
3319,Frik,Fuller,F,31,1987/07/17
3320,Jan,Harold,J,12,2006/07/05
3321,Shahmir,England,S,6,2012/10/07
3322,Jan,Ellison,J,31,1987/03/08
3323,Shai,Elliott,S,10,2008/06/02
3324,Maria,"Van Zyl",M,28,1990/08/01
3325,Freddie,Dyer,F,41,1977/10/17
3326,Susan,Gallagher,S,27,1991/05/11
3327,Frik,Duran,F,7,2011/10/01
3328,Ben,Harold,B,39,1979/10/29
3329,"Pieter Andre",Fuentes,PA,9,2009/12/13
3330,"Pieter Andre",Fulton,PA,33,1985/01/22
3331,Shane,Harold,S,31,1987/02/19
3332,Maria,Emerson,M,37,1981/03/08
3333,Shadow,Fulton,S,8,2010/01/30
3334,Shane,Duran,S,38,1980/05/05
3335,Freddie,Gaines,F,11,2007/10/12
3336,Riaan,Fuentes,R,45,1973/07/20
3337,Jan,Ellison,J,40,1978/10/14
3338,Miena,Ellison,M,23,1995/04/30
3339,Shane,Ellison,S,19,1999/03/25
3340,jaco,Ellis,j,44,1974/07/25
3341,Miena,Edwards,M,47,1971/06/23
3342,Aron-James,Ellis,A,26,1992/08/11
3343,"Pieter Andre",Galloway,PA,30,1988/02/12
3344,Aaron,Dyer,A,36,1982/12/21
3345,Shae,Dyer,S,11,2007/05/22
3346,Santie,Dyer,S,19,1999/09/03
3347,jaco,Gamble,j,35,1983/08/09
3348,Shai,Harold,S,18,2000/12/03
3349,Riaan,Harold,R,2,2016/10/29
3350,Shadow,Ellis,S,22,1996/08/13
3351,Miena,Fuentes,M,12,2006/01/04
3352,Susan,Gaines,S,43,1975/10/27
3353,Shae,Gaines,S,30,1988/02/21
3354,Aron-James,Gallagher,A,10,2008/05/30
3355,Shahmir,Fuentes,S,34,1984/01/13
3356,Freddie,Emerson,F,2,2016/08/01
3357,Aaron,Gallagher,A,3,2015/01/23
3358,"Pieter Andre",Dyer,PA,20,1998/07/23
3359,Riaan,Gamble,R,29,1989/06/30
3360,Frik,"Van Zyl",F,35,1983/11/06
3361,Peter,Gallegos,P,3,2015/02/07
3362,Aaron,Duran,A,22,1996/06/02
3363,Ben,Gaines,B,10,2008/12/14
3364,Shadow,Edwards,S,8,2010/03/11
3365,Frik,Dyer,F,46,1972/11/09
3366,Riaan,Emerson,R,11,2007/02/02
3367,Riaan,Gallagher,R,26,1992/10/06
3368,Shane,Emerson,S,0,2018/05/06
3369,Shadow,Durham,S,4,2014/07/20
3370,Freddie,Ellis,F,14,2004/09/03
3371,jaco,"Van Zyl",j,21,1997/03/25
3372,Shane,Elliott,S,31,1987/02/04
3373,Shane,Durham,S,23,1995/11/22
3374,Shai,Harold,S,35,1983/07/30
3375,jaco,Duran,j,14,2004/08/23
3376,Shadow,Durham,S,11,2007/04/12
3377,Peter,Eaton,P,46,1972/01/24
3378,Riaan,Fulton,R,39,1979/09/16
3379,Aron-James,Eaton,A,18,2000/10/19
3380,Shae,Dyer,S,32,1986/05/02
3381,Peter,Dyer,P,36,1982/01/30
3382,Santie,Duran,S,43,1975/12/28
3383,Santie,England,S,31,1987/11/24
3384,Santie,Durham,S,1,2017/03/05
3385,"Pieter Andre",Ellis,PA,24,1994/03/20
3386,Susan,Gamble,S,8,2010/07/12
3387,Shai,"Van Zyl",S,27,1991/05/25
3388,Miena,England,M,25,1993/05/25
3389,Maria,Duran,M,42,1976/01/23
3390,Shai,Galloway,S,28,1990/12/17
3391,Miena,Duran,M,9,2009/03/27
3392,Freddie,England,F,2,2016/02/15
3393,Aron-James,England,A,28,1990/05/20
3394,Shadow,Dyer,S,13,2005/12/24
3395,Aron-James,England,A,4,2014/06/16
3396,Aaron,Ellison,A,28,1990/09/21
3397,Aaron,Edwards,A,38,1980/01/13
3398,Shai,Fulton,S,6,2012/12/13
3399,Freddie,Emerson,F,6,2012/12/16
3400,Riaan,"Van Zyl",R,0,2018/06/12
3401,Aaron,Galloway,A,5,2013/09/14
3402,Susan,Fuller,S,17,2001/04/01
3403,"Pieter Andre",Fulton,PA,45,1973/12/01
3404,Shai,Gallegos,S,7,2011/07/08
3405,jaco,Dyer,j,2,2016/01/25
3406,Shadow,Elliott,S,31,1987/06/28
3407,Shahmir,Gamble,S,32,1986/02/18
3408,Aron-James,Eaton,A,28,1990/04/03
3409,jaco,Gamble,j,18,2000/01/05
3410,Freddie,Edwards,F,27,1991/10/18
3411,Jan,Fuller,J,36,1982/09/16
3412,Shae,Galloway,S,48,1970/07/24
3413,Shai,Eaton,S,23,1995/12/09
3414,Riaan,Gallagher,R,25,1993/06/09
3415,Shai,Ellis,S,11,2007/07/11
3416,Shahmir,Galloway,S,28,1990/02/11
3417,Shane,England,S,24,1994/10/11
3418,Shae,Fuller,S,18,2000/06/22
3419,jaco,Gaines,j,25,1993/02/11
3420,Aaron,Gaines,A,14,2004/03/21
3421,Santie,Eaton,S,44,1974/09/18
3422,Shai,Fuentes,S,35,1983/07/03
3423,Shai,Duran,S,2,2016/07/21
3424,Ben,Galloway,B,17,2001/10/26
3425,Miena,Fuentes,M,37,1981/11/25
3426,Peter,Durham,P,47,1971/01/17
3427,Aaron,Durham,A,29,1989/02/06
3428,Jan,Galloway,J,36,1982/03/03
3429,Maria,Edwards,M,37,1981/01/12
3430,Susan,England,S,27,1991/06/23
3431,Maria,Galloway,M,0,2018/02/20
3432,Santie,Dyer,S,30,1988/08/13
3433,Maria,Duran,M,47,1971/03/20
3434,Aron-James,Gallagher,A,5,2013/04/18
3435,Shane,Harold,S,13,2005/10/04
3436,Peter,Gallagher,P,34,1984/08/14
3437,Santie,Harold,S,35,1983/08/04
3438,Shahmir,Duran,S,42,1976/04/06
3439,"Pieter Andre",Galloway,PA,40,1978/01/21
3440,"Pieter Andre",Emerson,PA,45,1973/10/18
3441,Shane,Elliott,S,24,1994/11/01
3442,Jan,Galloway,J,41,1977/02/24
3443,Miena,England,M,0,2018/03/16
3444,Shahmir,Fuller,S,23,1995/06/15
3445,Maria,Gallagher,M,5,2013/09/20
3446,Miena,Dyer,M,31,1987/11/25
3447,Maria,Gamble,M,29,1989/07/05
3448,jaco,Gamble,j,6,2012/03/07
3449,Freddie,Duran,F,19,1999/05/23
3450,Miena,Fuentes,M,24,1994/02/08
3451,Frik,Elliott,F,33,1985/06/30
3452,Jan,England,J,3,2015/07/24
3453,Shae,Ellis,S,12,2006/02/16
3454,"Garret Pieter",Dyer,GP,7,2011/08/07
3455,Aaron,Ellis,A,40,1978/01/28
3456,Santie,Harold,S,14,2004/04/26
3457,Shane,Gamble,S,32,1986/08/08
3458,jaco,Edwards,j,27,1991/03/26
3459,Shae,Fuentes,S,1,2017/09/23
3460,"Garret Pieter",Elliott,GP,34,1984/08/10
3461,Peter,England,P,33,1985/07/06
3462,Aaron,Ellison,A,31,1987/06/30
3463,"Pieter Andre",Gaines,PA,24,1994/09/08
3464,Riaan,Elliott,R,25,1993/09/02
3465,Aron-James,Ellison,A,44,1974/01/23
3466,jaco,"Van Zyl",j,0,2018/10/02
3467,Miena,Fuentes,M,8,2010/07/20
3468,Susan,Ellison,S,4,2014/03/28
3469,Shane,Galloway,S,1,2017/12/10
3470,Susan,Ellison,S,13,2005/06/03
3471,Peter,Gallegos,P,41,1977/09/08
3472,Shai,Ellis,S,45,1973/10/01
3473,Peter,Galloway,P,15,2003/06/19
3474,Ben,Eaton,B,27,1991/01/23
3475,Shane,Gamble,S,32,1986/06/10
3476,Freddie,Elliott,F,40,1978/07/22
3477,Santie,Ellis,S,16,2002/02/09
3478,Jan,Gallegos,J,5,2013/03/09
3479,Riaan,Galloway,R,32,1986/08/21
3480,Maria,Gallegos,M,6,2012/05/19
3481,"Pieter Andre",Ellison,PA,19,1999/09/28
3482,Susan,Gaines,S,2,2016/06/13
3483,Ben,Galloway,B,9,2009/05/13
3484,jaco,Dyer,j,42,1976/07/18
3485,Shae,"Van Zyl",S,28,1990/10/20
3486,Aron-James,Edwards,A,20,1998/03/19
3487,Shadow,Gaines,S,18,2000/08/13
3488,"Pieter Andre",Elliott,PA,12,2006/04/28
3489,Miena,Fulton,M,31,1987/02/13
3490,Ben,Harold,B,30,1988/05/05
3491,Shane,Gamble,S,1,2017/11/01
3492,Santie,Galloway,S,11,2007/04/05
3493,"Garret Pieter",Ellison,GP,34,1984/12/08
3494,jaco,Duran,j,23,1995/08/21
3495,Aaron,Dyer,A,1,2017/03/10
3496,Aron-James,Duran,A,48,1970/04/21
3497,Shadow,Elliott,S,27,1991/10/29
3498,"Pieter Andre",Ellis,PA,33,1985/10/20
3499,Shai,Harold,S,38,1980/02/26
3500,Shai,Gamble,S,20,1998/12/25
3501,Shahmir,Eaton,S,20,1998/10/20
3502,Susan,Gaines,S,27,1991/01/26
3503,Shai,Gaines,S,23,1995/01/11
3504,Shahmir,Fulton,S,18,2000/12/21
3505,Aaron,Fuentes,A,8,2010/05/15
3506,Shane,Ellis,S,34,1984/08/02
3507,jaco,England,j,16,2002/12/21
3508,Shadow,Galloway,S,15,2003/06/16
3509,Shai,Fuentes,S,24,1994/07/30
3510,Riaan,Dyer,R,3,2015/08/16
3511,Jan,Gaines,J,15,2003/02/12
3512,Maria,Fulton,M,36,1982/03/29
3513,Shai,England,S,41,1977/01/27
3514,Santie,Elliott,S,19,1999/07/21
3515,Shane,Harold,S,17,2001/06/15
3516,Ben,Elliott,B,26,1992/11/08
3517,Shahmir,Gaines,S,33,1985/10/30
3518,Shadow,Fuentes,S,7,2011/03/20
3519,Aron-James,Ellis,A,12,2006/07/27
3520,Frik,Gallagher,F,37,1981/11/05
3521,Ben,Elliott,B,30,1988/06/28
3522,Riaan,England,R,25,1993/02/08
3523,Shane,Gaines,S,41,1977/02/13
3524,Susan,Gaines,S,18,2000/07/13
3525,Peter,Edwards,P,37,1981/08/10
3526,Aaron,"Van Zyl",A,3,2015/01/10
3527,Freddie,Dyer,F,28,1990/03/26
3528,Aaron,Harold,A,5,2013/07/13
3529,Aron-James,Edwards,A,22,1996/11/12
3530,Aaron,Dyer,A,34,1984/03/15
3531,Shane,Dyer,S,17,2001/03/17
3532,Aron-James,Dyer,A,17,2001/03/12
3533,"Pieter Andre",Duran,PA,41,1977/10/10
3534,Shai,Eaton,S,24,1994/09/02
